TopoID;Note;TRAP;Source;Type;LU_Around;LU_Top;Date;DiameterMax;HeightMax;Condition;PrincipalSourceOfImpact;AllNotes;distTown;distTownBoundary;elevAster;slopeAster;aspectAster;TRI;TPI;rough;prom250mbuff;TypeCertainty;distBG;AKB;Area;SeasonNotes;Excavated;latitude;longitude
200660;recorded in 2009;6025;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-07;40;0,8;5;Agriculture;20200505 > added CRM on basis of photo;1348,0981169752774 [m];1348,0981169752774 [m];192,477554321289;1,63655381193423e+00;107,197412648626596;0,5058002471923828;2,43761062622070e-01;1,544250488281250;56,73;Certain;34504,5260831067 [m];NA;NA;NA;NA;42,2921771177102;26,6912305606899
200332;Survey 2010 mound;6030;Survey;Burial Mound;Pasture;Scrub;2010-10-22;34;4,0;2;Looting;photo exists;537,2402901956859 [m];537,2402901956859 [m];261,370666503906;5,38374017828102e+00;252,387365296302988;1,7847595214843750;-7,73315429687500e-02;5,980224609375000;14,44;Certain;33149,4178289137 [m];NA;NA;NA;NA;42,2079736699240;26,3654934321553
0;Mound;7001;Survey;Burial Mound;Annual agriculture;Scrub;2009-10-12;20;1,5;1;Post-depositional;no photo, clear in Quickbird sat img;2177,2315695191664 [m];2177,2315695191664 [m];142,845916748047;6,31177806762620e+00;164,528342500966716;2,6315383911132812;5,56079864501953e-01;7,704849243164062;66,55;Certain;33234,2144502309 [m];NA;NA;NA;NA;42,2789792605349;26,6074644893496
0;Mound;7002;Survey;Extinct Burial Mound;Annual agriculture;Annual agriculture;2009-10-12;10;0,5;5;Agriculture;no photo;1662,3103597724091 [m];1662,3103597724091 [m];165,643157958984;4,46793150517046e+00;301,565426227796820;1,5681972503662109;2,86241531372070e-01;5,392639160156250;28,52;Certain;34255,0865132603 [m];NA;NA;NA;NA;42,2884307405114;26,6227162743365
0;Mound;7003;Survey;Burial Mound;Scrub;Scrub;2009-10-12;30;5,0;2;Post-depositional;forefront on the right in 7003_6000_6002from 8004;1482,1913330237837 [m];1482,1913330237837 [m];160,620635986328;2,15613087120314e+00;335,678298010855656;0,8664188385009766;4,23624038696289e-01;3,525238037109375;61,73;Certain;34428,9599193448 [m];NA;NA;NA;NA;42,2899984172318;26,6236993050503
200619;recorded in 2009;7004;Survey;Burial Mound;Scrub;Scrub;2009-10-20;40;3,5;1;Post-depositional;"7004_6009.jpg on the right; excavated in 2010";2074,7682062820154 [m];2074,7682062820154 [m];202,930191040039;4,96563410171803e+00;12,094829151489435;2,1168918609619141;6,23559951782227e-01;6,124069213867188;45,68;Certain;33451,2733490003 [m];NA;NA;NA;NA;42,2811090561952;26,6337823552181
200620;recorded in 2009, kurgan Kral Mezar;7005;Survey;Burial Mound;Annual agriculture;Scrub;2009-10-21;35;2,5;5;Agriculture | Looting;"Looks small in satimg but photos are corrective; I'd lower the CRM to 4 as there is still 2.5 m of the mound";1738,2152271424613 [m];1738,2152271424613 [m];189,976943969727;2,23183678419300e+00;325,670847640136117;0,8973960876464844;6,92749023437500e-03;3,204620361328125;65,00;Certain;34732,1740209696 [m];NA;NA;NA;NA;42,2922428440434;26,6476336607050
0;Mound;7006;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-10-22;20;1,0;5;Agriculture;NA;2171,8493015125446 [m];2171,8493015125446 [m];192,652938842773;2,34014102011270e+00;118,559433585931018;0,7953319549560547;1,21202468872070e-01;2,707077026367188;46,76;Certain;34946,5193179876 [m];NA;NA;NA;NA;42,2935384957241;26,6598655524175
200657;recorded in 2009;7007;Survey;Burial Mound;Annual agriculture;Pasture;2009-10-26;35;2,0;5;Agriculture | Looting;NA;2145,2729610493548 [m];2145,2729610493548 [m];192,669265747070;2,45695328537695e+00;116,402484606926308;0,8591861724853516;3,90256881713867e-01;3,006988525390625;67,74;Certain;35601,5948426142 [m];NA;NA;NA;NA;42,2987029125116;26,6704962186426
0;Mound;7010;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-02;35;1,5;2;Agriculture;unrobbed;1227,5081464943626 [m];1227,5081464943626 [m];196,437332153320;2,82841601136577e+00;337,909174692310160;1,1595611572265625;-1,73870086669922e-01;3,357650756835938;62,82;Certain;36059,7064374166 [m];NA;NA;NA;NA;42,3066109550776;26,6914734639557
200654;recorded in 2009;7011;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-02;45;1,5;5;Agriculture;unrobbed but disappearing under plough;1265,7254247744395 [m];1265,7254247744395 [m];201,229537963867;5,54408417249368e+00;0,841395626861037;2,2517528533935547;6,71253204345703e-02;6,221939086914062;70,04;Certain;36012,6716648451 [m];NA;NA;NA;NA;42,3066468246353;26,6942634148297
200655;recorded in 2009;7012;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-02;50;2,5;2;Agriculture;unrobbed plowed over, geodesic marker;1186,9863684751040 [m];1186,9863684751040 [m];195,254074096680;4,76377993043027e+00;5,278495972374857;1,9302463531494141;-1,53093338012695e-01;6,023284912109375;42,18;Certain;36090,2522306706 [m];NA;NA;NA;NA;42,3072736775884;26,6937274428582
200936;recorded in 2009;7013;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-02;40;1,0;5;Agriculture;unrobbed, vry bad plow damage;1196,3120288831753 [m];1196,3120288831753 [m];196,125427246094;2,80956840728371e+00;335,524226211059386;1,1752872467041016;-4,71858978271484e-02;4,201400756835938;51,80;Certain;36085,9481486868 [m];NA;NA;NA;NA;42,3069303080792;26,6919241983013
0;Mound;7014;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-02;35;0,7;5;Agriculture;"plowed over, hard to notice; no photo";1176,8336219074504 [m];1176,8336219074504 [m];195,110244750977;1,06878525227458e+00;2,025182867302691;0,4363193511962891;-2,98891067504883e-01;1,349182128906250;14,91;Certain;36115,7229927975 [m];NA;NA;NA;NA;42,3070277458298;26,6908843574183
0;Mound;7015;Survey;Burial Mound;Annual agriculture;Pasture;2009-11-05;18;1,0;3;Post-depositional;road seems to go over it;2128,8047256875557 [m];2128,8047256875557 [m];132,793487548828;3,63269948353966e+00;281,365855250917321;1,6019954681396484;1,05359840393066e+00;3,965789794921875;28,06;Certain;33129,1155157493 [m];NA;NA;NA;NA;42,2778654365167;26,6027724552040
200699;recorded in 2009;7016;Survey;Burial Mound;Annual agriculture;Scrub;2009-11-06;35;5,0;2;Looting;NA;1469,8824230972550 [m];1469,8824230972550 [m];212,167724609375;2,71707219206955e+00;211,621615844235265;1,0430393218994141;-1,64812088012695e-01;3,534500122070312;5,82;Certain;36178,0160109109 [m];NA;NA;NA;NA;42,3148666458877;26,7185034973440
0;Mound;7017;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-07;45;1,0;3;Agriculture;no external damage, but the mound is ploughed in to be hardly noticeable;1550,5563147210034 [m];1550,5563147210034 [m];212,000000000000;1,42286705265761e+00;250,672149257981346;0,4562091827392578;1,52933120727539e-01;1,889038085937500;23,83;Certain;36057,4140031393 [m];NA;NA;NA;NA;42,3136742153907;26,7189517369904
0;Mound;7018;Survey;Burial Mound;Annual agriculture;Scrub;2009-11-09;12;0,7;5;Agriculture;this could be just fieldstones, UNCERTAIN feature;1064,6618973516170 [m];1064,6618973516170 [m];178,000000000000;1,31535345479195e+00;287,409317046348576;0,4421100616455078;-1,86681747436523e-01;1,490478515625000;98,57;Uncertain;36437,4815799344 [m];NA;NA;NA;NA;42,3134987809881;26,7121492330690
0;Mound;7021;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-13;25;3,0;3;Agriculture;on a terrainwave on a hillside, UNCERTAIN feature;757,6263061709209 [m];757,6263061709209 [m];155,209365844727;3,97124826682919e+00;334,999312851319303;1,6321239471435547;7,91757583618164e-01;5,602844238281250;42,75;Certain;36743,5136877562 [m];NA;NA;NA;NA;42,3116430266202;26,6841041294693
0;Mound;7022;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-13;20;2,0;3;Agriculture;on a terrainwave on a hillside, UNCERTAIN feature;1044,8293308634741 [m];1044,8293308634741 [m];160,430053710938;3,67903026812014e+00;344,685428558195724;1,5311393737792969;2,59529113769531e-01;4,245788574218750;40,65;Certain;36585,7750884577 [m];NA;NA;NA;NA;42,3097186263399;26,6815954291208
200591;Registered in 2009, point shifted slightly;8000;Survey;Burial Mound;Annual agriculture;Pasture;2009-10-12;50;6,0;2;Looting;no overview photo, only RT details, massive RT;2210,6383340989582 [m];2210,6383340989582 [m];145,159591674805;3,19814811898539e+00;132,733428316730453;1,1674690246582031;2,97523498535156e-01;3,841903686523438;65,94;Certain;33313,8894047668 [m];NA;NA;NA;NA;42,2797204286060;26,6082247496859
200586;recorded in 2009, point adjusted;8004;Survey;Burial Mound;Scrub;Pasture;2009-10-12;46;7,0;1;Post-depositional;NA;1452,6173162400082 [m];1452,6173162400082 [m];161,235336303711;3,12764509822547e+00;295,862570426968887;1,0230484008789062;3,61171722412109e-01;4,036026000976562;76,70;Certain;34456,2373355394 [m];NA;NA;NA;NA;42,2902443053669;26,6242085778406
0;Mound;8006;Survey;Burial Mound;Annual agriculture;Pasture;2009-10-13;37;6,0;1;Post-depositional;NA;995,0211255919263 [m];995,0211255919263 [m];162,187271118164;2,53786376549864e+00;315,149749272299516;0,8877716064453125;2,03067779541016e-01;3,370773315429688;61,68;Certain;35464,1904745822 [m];NA;NA;NA;NA;42,2989690041498;26,6443733324570
200617;recorded in 2009, excavated 2010;8007;Survey;Burial Mound;Pasture;Pasture;2009-10-20;15;4,5;1;Post-depositional | Development;geodetic marker on top, mound sits on an outcrop so it looks higher than in reality is. This explains the 25 m heigh in paper forms.;2100,3860963215475 [m];2100,3860963215475 [m];211,428878784180;4,15813549696086e+00;21,731048846727198;1,7575054168701172;6,66151046752930e-01;5,214965820312500;96,77;Certain;33549,6954402080 [m];NA;NA;NA;NA;42,2820505268331;26,6298597987179
0;Mound;8008;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-10-21;20;4,0;5;Agriculture;NA;2144,7944252259513 [m];2144,7944252259513 [m];180,411209106445;2,00140749279112e+00;327,300241980683609;0,8127212524414062;3,99837493896484e-01;2,838546752929688;82,01;Certain;33114,0490222599 [m];NA;NA;NA;NA;42,2776413408619;26,6477373426855
200615;recorded in 2009;8009;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-10-21;16;4,0;4;Agriculture;CRM is 5 in the forms, however the mound is still sizable and undamaged except agriculture.;2116,5957337363475 [m];2116,5957337363475 [m];181,048370361328;1,60785953470907e+00;317,893433018597250;0,6172771453857422;2,25656509399414e-01;2,349609375000000;91,76;Certain;33083,7377899074 [m];NA;NA;NA;NA;42,2773646633812;26,6478105632872
0;Mound;8010;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-10-27;30;3,0;4;Agriculture;"no polygon in PDA; photo has no scale; CRM is 5 in paper forms, as 1 in spreadsheet; stone scatter on top of mound";1588,6436574771649 [m];1588,6436574771649 [m];150,796051025391;3,60363933458074e+00;90,989702332767905;1,0899200439453125;-2,64720916748047e-01;3,038436889648438;22,02;Certain;33245,7200755285 [m];NA;NA;NA;NA;42,2784540884287;26,6551599506372
0;Mound;8013;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-13;35;0,5;5;Agriculture;heavy plowed, disturbed;1751,1407580480818 [m];1751,1407580480818 [m];184,612701416016;3,63816960092113e+00;323,161466351922343;1,3479385375976562;-1,31862640380859e-01;4,668334960937500;11,11;Certain;36137,9784830714 [m];NA;NA;NA;NA;42,3043920915531;26,6584255973773
0;Mound;8014;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-13;35;1,0;4;Agriculture;"UNCERTAIN; CRM was 3 , but there is hardly any mound visible in the photos";1801,1874016007757 [m];1801,1874016007757 [m];186,187774658203;2,26366131663011e+00;297,412767168602727;0,9135150909423828;-2,95465469360352e-01;2,802124023437500;18,48;Certain;36146,5891042008 [m];NA;NA;NA;NA;42,3044320785296;26,6590667633705
0;Mound;8015;Survey;Burial Mound;Annual agriculture;Annual agriculture;2009-11-13;40;1,1;4;Agriculture | Development;road in the middle of mound, not diagostics pottery;1824,0418357929934 [m];1824,0418357929934 [m];187,759460449219;2,33597067224959e+00;270,058885079394429;0,8653678894042969;5,89351654052734e-01;2,518585205078125;50,18;Certain;36185,3686361828 [m];NA;NA;NA;NA;42,3047590507009;26,6594581991675
200653;NA;8017;Survey;Burial Mound;Pasture;Scrub;2009-11-14;30;3,0;4;Looting;no photo;509,9795411583959 [m];509,9795411583959 [m];168,344131469727;2,66689737220545e+00;290,302367686575963;0,8782310485839844;3,73943328857422e-01;3,005126953125000;92,50;Certain;36938,5049432977 [m];NA;NA;NA;NA;42,3171310512358;26,7072111008115
0;DM:cropmark, ploughed away pot.mnd;8021;RS:FNEG;Extinct Burial Mound;Annual agriculture;Annual agriculture;2009-11-22;20;0,3;5;Agriculture;Possible - completely ploughed away - only crop mark & small stones;996,0910212633662 [m];996,0910212633662 [m];148,059906005859;4,41083849318275e+00;147,387966952318180;1,7395191192626953;3,03058624267578e-02;5,909774780273438;51,82;Certain;36083,4900637378 [m];NA;NA;NA;NA;42,3046859113289;26,6083725806922
0;DM:Possible - ploughed over;8026;RS:FNEG;Extinct Burial Mound;Annual agriculture;Annual agriculture;2009-11-22;20;0,3;5;Agriculture;very very heavily plowed;1081,3059228047305 [m];1081,3059228047305 [m];147,964355468750;3,59550686137851e+00;166,647011966599820;1,4969940185546875;2,27397918701172e-01;4,001205444335938;4,29;Certain;36068,7613210601 [m];NA;NA;NA;NA;42,3045250014999;26,6073616669109
0;DM:Probable - ploughed over;8027;RS:FNEG;Burial Mound;Annual agriculture;Annual agriculture;2009-11-22;30;1,0;4;Agriculture;plowed 40cm deep;1205,1993584659767 [m];1205,1993584659767 [m];138,916793823242;2,66503583281352e+00;252,733703389037515;0,8745250701904297;-1,05352401733398e-01;3,075744628906250;74,91;Certain;35930,0105326696 [m];NA;NA;NA;NA;42,3032400018692;26,6062066667329
0;DM: Vry damaged mnd split by field division;8031;RS:FNEG;Extinct Burial Mound;Annual agriculture;Annual agriculture;2009-11-23;30;0,5;3;Agriculture;"half untended grapevine, half seedling; Possible - Vry damaged mnd split by field division";524,1520401012590 [m];524,1520401012590 [m];158,941192626953;1,48841884262376e+00;277,495186594990855;0,4856071472167969;4,43962097167969e-01;1,392135620117188;68,35;Certain;31267,5600642407 [m];NA;NA;NA;NA;42,2613900020599;26,6124166663522
0;DM: Vry damaged mnd split by field division;8032;RS:FNEG;Extinct Burial Mound;Annual agriculture;Annual agriculture;2009-11-23;30;0,5;5;Agriculture;"hard to spot due to plow damage; 
Possible - ploughed over & split by field division";539,4818781720742 [m];539,4818781720742 [m];158,668273925781;1,80319062862526e+00;304,333047900002555;0,7506332397460938;5,84087371826172e-01;2,399078369140625;40,00;Certain;31354,3332741539 [m];NA;NA;NA;NA;42,2621800017137;26,6127733336502
0;DM:Agre exc mound - nothing left - had been lg mnd;8033;RS:SITE;Burial Mound;Annual agriculture;Other;2009-11-23;60;6,0;5;Excavation;Looks like tell (very large) - NO Agre exc mound - nothing left - had been lg mnd. Dimensions from field, GE shows a footprint 100m across;627,4562874903801 [m];627,4562874903801 [m];198,142181396484;3,68881656103640e+00;17,300929491600172;1,5921688079833984;-5,67728042602539e-01;6,164962768554688;29,93;Certain;32082,4315713029 [m];NA;NA;NA;NA;42,2682459339071;26,6841037386841
0;"MND: Large well-preserved mound
";8034;RS:SITE;Burial Mound;Forest;Forest;2009-11-23;60;8,0;2;Post-depositional;"covered by vegetation, hard to reach; large mound well-preserved";2127,5587809432341 [m];2127,5587809432341 [m];126,660812377930;2,68467267260781e+00;108,777760089953205;0,8702144622802734;-5,26353836059570e-01;2,666381835937500;3,96;Certain;33377,2904686180 [m];NA;NA;NA;NA;42,2800801834660;26,6021854687835
200691;One possible mnd, others potential undulations;8036;RS:SITE;Burial Mound;Annual agriculture;Annual agriculture;2009-11-24;30;0,7;4;Agriculture;edges indistinct due to plow damage;397,9983766183879 [m];397,9983766183879 [m];228,000000000000;5,47764129607617e-01;187,283991137854599;0,4858894348144531;-3,12137603759766e-01;1,914978027343750;64,49;Certain;33252,0256894577 [m];NA;NA;NA;NA;42,2849977728873;26,7191441897093
0;"DM:Excavated mound w/stone-lined chamber
";8037;RS:SITE;Burial Mound;Pasture;Scrub;2009-11-24;25;2,5;5;Excavation;excavated with chamber exposed;199,8812040155428 [m];199,8812040155428 [m];230,000000000000;2,74400323500927e-01;187,590990715745590;0,1147174835205078;-1,14717483520508e-01;0,340820312500000;38,85;Certain;33276,6178183845 [m];NA;NA;NA;NA;42,2855233347630;26,7214700001779
0;"DM:Possible - completely robbes/excavated  mound
";8038;RS:SITE;Extinct Burial Mound;Annual agriculture;Pasture;2009-11-24;30;0,3;4;Excavation/Looted?;excavated or defunct?, accummulation of round stones and trenches are the reason to register;516,0009953782167 [m];516,0009953782167 [m];229,775878906250;4,69082226050305e+00;294,154273658391162;1,5027160644531250;2,52716064453125e-01;5,252273559570312;43,17;Certain;33438,9868976030 [m];NA;NA;NA;NA;42,2864666679917;26,7173266664999
200693;Med sized mound;8039;RS:FNEG;Burial Mound;Scrub;Scrub;2009-11-24;40;2,0;2;Looting;multiple fine pits on top, one side effectively disturbed;720,5130024722311 [m];720,5130024722311 [m];203,861770629883;2,80861428253256e+00;275,466462706658433;0,8947963714599609;-3,25794219970703e-02;2,878616333007812;85,77;Certain;34007,1278750302 [m];NA;NA;NA;NA;42,2910397929500;26,7127416010274
200692;recorded in RS 2009;8041;RS:SITE;Burial Mound;Pasture;Scrub;2009-11-24;50;4,5;2;Looting;small crater on top,;1273,9906617654963 [m];1273,9906617654963 [m];205,565338134766;3,89013288917479e+00;304,255941765061948;1,5630493164062500;5,41900634765625e-01;5,581970214843750;41,01;Certain;33427,9023739577 [m];NA;NA;NA;NA;42,2850636387464;26,7082381963549
200695;Kirilovite mogili;8043;RS:SITE;Burial Mound;Scrub;Scrub;2009-11-24;50;8,0;2;Development;large, trenches small and old, in a disturbed area;103,9928693535070 [m];103,9928693535070 [m];255,694259643555;1,77035099532835e+00;59,157936800620320;1,0017509460449219;9,22267913818359e-01;2,550323486328125;46,76;Certain;33772,1418217413 [m];NA;NA;NA;NA;42,2902590340504;26,7231632930662
200690;Chervenite mogili, RS2009;8044;RS:SITE;Burial Mound;Annual agriculture;Pasture;2009-11-24;30;1,5;3;Agriculture;"tallest most visible in necropolis;";320,4968710494852 [m];320,4968710494852 [m];250,439956665039;1,27983013165207e+00;61,910781513655536;0,4446353912353516;1,19817733764648e-01;1,391357421875000;98,57;Certain;33012,9970770221 [m];NA;NA;NA;NA;42,2869303928130;26,7352470483734
0;"MND:Small mound
";8045;RS:FNEG;Burial Mound;Annual agriculture;Annual agriculture;2009-11-24;20;1,0;5;Agriculture;hard to see;292,7287009707828 [m];292,7287009707828 [m];252,000000000000;3,41073859990638e-01;90,327224467649344;0,1026859283447266;1,02685928344727e-01;0,278015136718750;52,52;Certain;33042,2262936700 [m];NA;NA;NA;NA;42,2868516684027;26,7346550004585
0;MND:Small mound;8046;RS:SITE;Burial Mound;Annual agriculture;Annual agriculture;2009-11-24;30;1,5;4;Agriculture;small mound;278,7244900605813 [m];278,7244900605813 [m];252,000000000000;6,92617027801796e-01;273,488659460709698;0,1851501464843750;1,85150146484375e-01;0,739059448242188;65,83;Certain;33055,7987441735 [m];NA;NA;NA;NA;42,2867850013669;26,7343416667793
200689;Chervenite mogili, RS2009;8047;RS:SITE;Extinct Burial Mound;Annual agriculture;Pasture;2009-11-24;20;0,5;5;Military| Agriculture;"tank emplacement inside, clearly visible in 2017/07/03; esged ploughed";293,2638736606428 [m];293,2638736606428 [m];252,166168212891;1,28883096868178e+00;321,707518869139960;0,5094966888427734;6,25419616699219e-03;1,730636596679688;84,73;Certain;33039,2633453531 [m];NA;NA;NA;NA;42,2862706848826;26,7339590133626
