"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","geometry"
"588",8125,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture",0,NA,425874.327003096,4691993.44761424,c(425874.327003096, 4691993.44761424)
"589",9541,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"10",NA,"0.1","5 - extinct or near extinct","Agriculture",0,NA,427358.333217201,4687744.15418583,c(427358.333217201, 4687744.15418583)
"590",8341,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"15",NA,"1.75","2 - minor damage","Looting",0,NA,437507.481808062,4690975.02501418,c(437507.481808062, 4690975.02501418)
"591",8126,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture",0,NA,425858.822451713,4691854.06211241,c(425858.822451713, 4691854.06211241)
"592",8342,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"10",NA,"1.5","3 - damaged","Road cut",0,NA,437497.151086394,4690953.5721463,c(437497.151086394, 4690953.5721463)
"593",8127,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"30",20,"0","5 - extinct or near extinct","Agriculture",0,NA,425834.311012361,4692096.7027251,c(425834.311012361, 4692096.7027251)
"594",8343,"Legacy verification","Uncertain Feature","Scrub","Scrub",NA,"15",12,"1.4","3 - damaged","Road cut",0,NA,437475.347032071,4690926.39963144,c(437475.347032071, 4690926.39963144)
"595",8344,"Legacy verification","Uncertain Mound","Scrub","Scrub",NA,"0",NA,"0","0 - No observation","No observation",0,NA,437133.516261141,4691443.7015167,c(437133.516261141, 4691443.7015167)
"596",8128,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"0",0,"0","0 - No observation","No observation",0,NA,422508.888060969,4691594.32604798,c(422508.888060969, 4691594.32604798)
"597",9542,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","No observation",0,NA,428427.278361962,4686784.75562545,c(428427.278361962, 4686784.75562545)
"598",9543,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","No observation",0,NA,427890.566868009,4687860.54040817,c(427890.566868009, 4687860.54040817)
"599",9544,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","No observation",0,NA,427059.098404532,4688711.89580644,c(427059.098404532, 4688711.89580644)
"600",9545,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","Looting",0,NA,426976.612766954,4688045.3515168,c(426976.612766954, 4688045.3515168)
"601",9546,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","Agriculture",0,NA,426772.050904721,4687966.19867325,c(426772.050904721, 4687966.19867325)
"602",9547,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",20,"3","3 - damaged","Looting",0,NA,425890.626124822,4695724.51633631,c(425890.626124822, 4695724.51633631)
"603",9548,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"0",NA,"0","0 - No observation","No observation",0,NA,425934.954165084,4695760.37112229,c(425934.954165084, 4695760.37112229)
"604",9549,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",15,"1","3 - damaged","Agriculture",0,NA,425850.685978349,4695819.80155904,c(425850.685978349, 4695819.80155904)
"605",9550,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"2","3 - damaged","Looting",0,NA,424901.478159306,4695948.67262221,c(424901.478159306, 4695948.67262221)
"606",9551,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"28",25,"2","4 - seriously damaged","Looting",0,NA,424921.945456012,4695901.92015756,c(424921.945456012, 4695901.92015756)
"607",9552,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"2.2","3 - damaged","Looting",0,NA,424941.015417743,4695524.60861569,c(424941.015417743, 4695524.60861569)
"608",9553,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",18,"1.6","4 - seriously damaged","Looting",0,NA,424965.26463916,4695515.46309449,c(424965.26463916, 4695515.46309449)
"609",8345,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Excavation",200225,NA,464735.884963815,4706955.81071818,c(464735.884963815, 4706955.81071818)
"610",8346,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"21",16,"1","2 - minor damage","Post-depositional",0,NA,464400.298159229,4706953.66700451,c(464400.298159229, 4706953.66700451)
"611",9554,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1.5","4 - seriously damaged","Agriculture",0,NA,423918.183960979,4695247.95480619,c(423918.183960979, 4695247.95480619)
"612",8129,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"4","3 - damaged","Looting",0,NA,471939.424855403,4697272.0094413,c(471939.424855403, 4697272.0094413)
"613",8347,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",NA,"1.2","1 - pristine","Post-depositional",0,NA,464396.775693005,4706973.29725306,c(464396.775693005, 4706973.29725306)
"614",8348,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",NA,"1.5","2 - minor damage","Looting",0,NA,464347.731744206,4706939.32830946,c(464347.731744206, 4706939.32830946)
"615",8130,"Survey","Burial Mound","Pasture","Pasture",NA,"35",30,"2.5","3 - damaged","Looting",0,NA,471963.125371904,4697248.17967278,c(471963.125371904, 4697248.17967278)
"616",8349,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",NA,"1.75","2 - minor damage","Looting",0,NA,464358.709636903,4706918.81262963,c(464358.709636903, 4706918.81262963)
"617",8350,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",NA,"1.2","2 - minor damage","Post-depositional",0,NA,464228.70833061,4706942.17942289,c(464228.70833061, 4706942.17942289)
"618",9555,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",15,"0.9","3 - damaged","Agriculture",0,NA,423894.390683484,4694309.17304872,c(423894.390683484, 4694309.17304872)
"619",8131,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"1.8","4 - seriously damaged","Looting",0,NA,472316.406278832,4697556.61874475,c(472316.406278832, 4697556.61874475)
"620",9556,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"200",200,"0","2 - minor damage","No observation",0,NA,424207.385448277,4694968.51382002,c(424207.385448277, 4694968.51382002)
"621",8351,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"30",NA,"3","2 - minor damage","Post-depositional",0,NA,463287.503257481,4706767.00654488,c(463287.503257481, 4706767.00654488)
"622",9557,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"17",15,"1.6","2 - minor damage","Agriculture",0,NA,424546.988956718,4695101.12776967,c(424546.988956718, 4695101.12776967)
"623",8132,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",35,"4.5","2 - minor damage","Construction",0,NA,472336.238572026,4697783.94389548,c(472336.238572026, 4697783.94389548)
"624",9558,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"25",24,"1.5","3 - damaged","Agriculture",0,NA,425073.41663712,4694840.67564788,c(425073.41663712, 4694840.67564788)
"625",8133,"Legacy verification","Burial Mound","Other","Other",NA,"45",40,"1","2 - minor damage","Other",0,NA,471644.857450414,4696815.33675706,c(471644.857450414, 4696815.33675706)
"626",8352,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"24",NA,"1.3","2 - minor damage","Agriculture",0,NA,462164.67552406,4705897.80186553,c(462164.67552406, 4705897.80186553)
"627",8134,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"1.8","3 - damaged","Looting",0,NA,471046.85035298,4697929.1934736,c(471046.85035298, 4697929.1934736)
"628",8353,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"25",NA,"3.2","2 - minor damage","Looting",0,NA,462155.365124185,4705833.72109331,c(462155.365124185, 4705833.72109331)
"629",9559,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"15",15,"0.8","3 - damaged","Agriculture",0,NA,425672.35407273,4694135.73892802,c(425672.35407273, 4694135.73892802)
"630",8135,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",13,"1","4 - seriously damaged","Looting",0,NA,471246.82535477,4697994.2248211,c(471246.82535477, 4697994.2248211)
"631",8136,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"45",40,"1.8","2 - minor damage","Other",0,NA,470740.507440095,4697786.26763915,c(470740.507440095, 4697786.26763915)
"632",9560,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.3","3 - damaged","Agriculture",0,NA,425937.316612935,4693272.05115402,c(425937.316612935, 4693272.05115402)
"633",8354,"Legacy verification","Burial Mound","Perennial agriculture","Pasture",NA,"20",NA,"1","2 - minor damage","Road cut",0,NA,463408.178557503,4706170.19638609,c(463408.178557503, 4706170.19638609)
"634",8355,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"26",NA,"2","2 - minor damage","Other",0,NA,463399.531769676,4706203.59884711,c(463399.531769676, 4706203.59884711)
"635",8137,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"20",15,"0.3","5 - extinct or near extinct","Construction",0,NA,470539.649203827,4695686.55943009,c(470539.649203827, 4695686.55943009)
"636",9561,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",30,"5","3 - damaged","Looting",0,NA,426492.502736132,4693909.53858777,c(426492.502736132, 4693909.53858777)
"637",8356,"Legacy verification","Burial Mound","Perennial agriculture","Pasture",NA,"26",20,"2","1 - pristine","Looting",0,NA,463450.59215477,4706185.47187761,c(463450.59215477, 4706185.47187761)
"638",9562,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",14,"2","3 - damaged","Looting",0,NA,426604.622021944,4693794.78136608,c(426604.622021944, 4693794.78136608)
"639",9563,"Legacy verification","Other","Pasture","Scrub",NA,"100",90,"10","2 - minor damage","Post-depositional",0,NA,426968.36018762,4693383.96401877,c(426968.36018762, 4693383.96401877)
"640",8138,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",35,"0.3","5 - extinct or near extinct","Agriculture",0,NA,467846.554805873,4696857.18169183,c(467846.554805873, 4696857.18169183)
"641",8357,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"32",NA,"3","1 - pristine","No observation",0,NA,465194.875299223,4706390.45759379,c(465194.875299223, 4706390.45759379)
"642",9564,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"24",20,"1.4","3 - damaged","Post-depositional",0,NA,427272.239678192,4692850.64711024,c(427272.239678192, 4692850.64711024)
"643",9565,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",18,"0.5","3 - damaged","Agriculture",0,NA,427277.809923725,4692816.67023301,c(427277.809923725, 4692816.67023301)
"644",9566,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"40",40,"6","4 - seriously damaged","Looting",0,NA,427277.631734046,4692782.41996466,c(427277.631734046, 4692782.41996466)
"645",8139,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Construction",0,NA,467486.276298046,4696918.19524175,c(467486.276298046, 4696918.19524175)
"646",8140,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"0",0,"0","5 - extinct or near extinct","Construction",0,NA,466714.731672487,4698466.47793242,c(466714.731672487, 4698466.47793242)
"647",8358,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","Agriculture",0,NA,464091.819097667,4706373.7456817,c(464091.819097667, 4706373.7456817)
"648",9567,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",18,"0.8","2 - minor damage","Agriculture",0,NA,428572.580720867,4692800.9793874,c(428572.580720867, 4692800.9793874)
"649",8142,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",35,"4","2 - minor damage","Looting",0,NA,467156.757855888,4699046.48734148,c(467156.757855888, 4699046.48734148)
"650",8359,"Legacy verification","Uncertain Mound","Scrub","Pasture",NA,"23",NA,"2.5","1 - pristine","Post-depositional",0,NA,465571.381714823,4706358.85739413,c(465571.381714823, 4706358.85739413)
"651",8143,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",50,"0.8","4 - seriously damaged","Agriculture",0,NA,467285.651442205,4699542.39509442,c(467285.651442205, 4699542.39509442)
"652",8144,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",0,"0","0 - No observation","Agriculture",0,NA,421045.387335901,4690265.29324082,c(421045.387335901, 4690265.29324082)
"653",9568,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","No observation",0,NA,427087.602286916,4688442.97188962,c(427087.602286916, 4688442.97188962)
"654",9569,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",15,"1","3 - damaged","Agriculture",0,NA,421296.832206362,4695265.91960992,c(421296.832206362, 4695265.91960992)
"655",9570,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"22",20,"2.4","2 - minor damage","Agriculture",0,NA,421027.654035114,4695059.48389665,c(421027.654035114, 4695059.48389665)
"656",9571,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"1.5","3 - damaged","Agriculture",0,NA,421048.937614383,4694573.52205124,c(421048.937614383, 4694573.52205124)
"657",9572,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",19,"0.8","2 - minor damage","Agriculture",0,NA,420515.038707017,4693579.76549099,c(420515.038707017, 4693579.76549099)
"658",8360,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"1.4","3 - damaged","Agriculture",0,NA,478724.581963987,4720927.81847487,c(478724.581963987, 4720927.81847487)
"659",9573,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"0.9","2 - minor damage","Agriculture",0,NA,421513.916608799,4693231.3323552,c(421513.916608799, 4693231.3323552)
"660",8361,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",NA,"1.2","4 - seriously damaged","Excavation",0,NA,478506.537256308,4720808.77936662,c(478506.537256308, 4720808.77936662)
"661",9574,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",18,"2.4","2 - minor damage","Agriculture",0,NA,421585.106826908,4693199.73931971,c(421585.106826908, 4693199.73931971)
"662",8145,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"60",50,"3.5","3 - damaged","Agriculture",0,NA,477150.283482592,4716049.06870559,c(477150.283482592, 4716049.06870559)
"663",9575,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"27",25,"2.6","2 - minor damage","Agriculture",0,NA,421586.690664124,4693261.42192309,c(421586.690664124, 4693261.42192309)
"664",9576,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",17,"0.5","3 - damaged","Agriculture",0,NA,421603.632799552,4693314.06934755,c(421603.632799552, 4693314.06934755)
"665",9577,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"16",16,"0.5","2 - minor damage","Agriculture",0,NA,421611.381265102,4693371.01536941,c(421611.381265102, 4693371.01536941)
"666",8146,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","Agriculture",0,NA,476947.119030463,4716101.99194679,c(476947.119030463, 4716101.99194679)
"667",8362,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"35",NA,"3.5","3 - damaged","Road cut",0,NA,477723.097614138,4720973.41289499,c(477723.097614138, 4720973.41289499)
"668",8363,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"35",NA,"4","1 - pristine","Post-depositional",0,NA,477649.990893368,4721101.41374012,c(477649.990893368, 4721101.41374012)
"669",9578,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0.2","4 - seriously damaged","Agriculture",0,NA,421875.632618704,4693593.90486962,c(421875.632618704, 4693593.90486962)
"670",9579,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"14",13,"0.4","3 - damaged","Agriculture",0,NA,421978.03558931,4693613.28862573,c(421978.03558931, 4693613.28862573)
"671",8147,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"60",50,"3.5","3 - damaged","Agriculture",0,NA,478456.947206206,4715723.53813548,c(478456.947206206, 4715723.53813548)
"672",8364,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"1.4","3 - damaged","Agriculture",0,NA,478351.19394493,4721156.0327554,c(478351.19394493, 4721156.0327554)
"673",8365,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"1.1","3 - damaged","Agriculture",0,NA,478406.787334628,4721170.31935759,c(478406.787334628, 4721170.31935759)
"674",9580,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"22",20,"0.8","2 - minor damage","Agriculture",0,NA,421410.112468308,4693817.77008168,c(421410.112468308, 4693817.77008168)
"675",8366,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"45",NA,"6","2 - minor damage","Excavation",0,NA,478467.168738987,4721210.41447063,c(478467.168738987, 4721210.41447063)
"676",8148,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture",0,NA,477957.313059769,4715836.30623591,c(477957.313059769, 4715836.30623591)
"677",8367,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"35",30,"2.7","2 - minor damage","Construction",0,NA,478488.377535748,4721296.5187472,c(478488.377535748, 4721296.5187472)
"678",9581,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"0.4","3 - damaged","Agriculture",0,NA,421890.693186218,4694734.06549654,c(421890.693186218, 4694734.06549654)
"679",8368,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"0.5","4 - seriously damaged","Agriculture",0,NA,478493.642335896,4721160.71739979,c(478493.642335896, 4721160.71739979)
"680",8369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.65","3 - damaged","Agriculture",0,NA,478599.278392274,4721185.11194184,c(478599.278392274, 4721185.11194184)
"681",8370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"1.8","2 - minor damage","Agriculture",0,NA,478584.25814312,4721186.46417819,c(478584.25814312, 4721186.46417819)
"682",8371,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"33",NA,"1.6","3 - damaged","Agriculture",0,NA,478627.307881497,4721260.57658456,c(478627.307881497, 4721260.57658456)
"683",8372,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"30",NA,"6.5","1 - pristine","Post-depositional",0,NA,478647.258482268,4721203.41927968,c(478647.258482268, 4721203.41927968)
"684",8373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"26",NA,"1","3 - damaged","Agriculture",0,NA,478691.156171524,4721232.00093092,c(478691.156171524, 4721232.00093092)
"685",8149,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"36",30,"3","4 - seriously damaged","Looting",0,NA,475933.06731553,4712588.04603483,c(475933.06731553, 4712588.04603483)
"686",8374,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.5","3 - damaged","Agriculture",0,NA,478748.957306506,4721233.90113608,c(478748.957306506, 4721233.90113608)
"687",8375,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"26",NA,"1.3","3 - damaged","Agriculture",0,NA,478802.44734793,4721245.52788824,c(478802.44734793, 4721245.52788824)
"688",9582,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",17,"0.4","3 - damaged","Agriculture",0,NA,422269.941098436,4695824.34623694,c(422269.941098436, 4695824.34623694)
"689",8376,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",NA,"1.45","2 - minor damage","Agriculture",0,NA,478866.31627636,4721223.9838902,c(478866.31627636, 4721223.9838902)
"690",8377,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"25",NA,"3.5","2 - minor damage","Looting",0,NA,478932.369283646,4721297.05758373,c(478932.369283646, 4721297.05758373)
"691",9583,"Legacy verification","Burial Mound","Urban","Pasture",NA,"14",13,"0.6","3 - damaged","Urban development",0,NA,422672.517340483,4696175.5087765,c(422672.517340483, 4696175.5087765)
"692",8150,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"1.5","3 - damaged","Agriculture",0,NA,475844.274714238,4711752.06024896,c(475844.274714238, 4711752.06024896)
"693",8378,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"1.3","3 - damaged","Agriculture",0,NA,478825.001832779,4721306.06263121,c(478825.001832779, 4721306.06263121)
"694",8379,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.3","3 - damaged","Agriculture",0,NA,478731.405766496,4721349.94773421,c(478731.405766496, 4721349.94773421)
"695",8380,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",NA,"0.8","4 - seriously damaged","Agriculture",0,NA,478719.885910306,4721393.63944953,c(478719.885910306, 4721393.63944953)
"696",9584,"Legacy verification","Burial Mound","Urban","Pasture",NA,"19",18,"2","4 - seriously damaged","Looting",0,NA,423431.092015919,4696744.40303125,c(423431.092015919, 4696744.40303125)
"697",8381,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","No observation",0,NA,478998.367519144,4721381.46617886,c(478998.367519144, 4721381.46617886)
"698",8151,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"0.8","3 - damaged","Agriculture",0,NA,476659.209211989,4712925.84396171,c(476659.209211989, 4712925.84396171)
"699",9585,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"30",30,"2.6","4 - seriously damaged","Looting",0,NA,423386.41747558,4696760.83973959,c(423386.41747558, 4696760.83973959)
"700",8152,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",35,"1","4 - seriously damaged","Agriculture",0,NA,477794.404517551,4713148.79124405,c(477794.404517551, 4713148.79124405)
"701",8153,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"0.8","4 - seriously damaged","Agriculture",0,NA,475068.712930918,4713841.87789654,c(475068.712930918, 4713841.87789654)
"702",8382,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"150",NA,"0","3 - damaged","Agriculture",0,NA,478685.362891486,4722257.17836737,c(478685.362891486, 4722257.17836737)
"703",8154,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"1","4 - seriously damaged","Agriculture",0,NA,472805.869810186,4715990.22426179,c(472805.869810186, 4715990.22426179)
"704",8383,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"150",NA,"0","0 - No observation","Agriculture",0,NA,477875.373565616,4722238.32635677,c(477875.373565616, 4722238.32635677)
"705",8384,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"25",NA,"2.5","2 - minor damage","Anthropogenic",0,NA,477664.831926127,4722134.72243482,c(477664.831926127, 4722134.72243482)
"706",8385,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"30",NA,"3","2 - minor damage","Looting",0,NA,477675.724796951,4722032.17266746,c(477675.724796951, 4722032.17266746)
"707",8155,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture",0,NA,474557.794241906,4717838.07153917,c(474557.794241906, 4717838.07153917)
"708",8386,"Legacy verification","Extinct Burial Mound","Scrub","Pasture",NA,"30",NA,"3","5 - extinct or near extinct","Urban development",0,NA,477683.734470827,4721977.04635554,c(477683.734470827, 4721977.04635554)
"709",8156,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",60,"0.8","4 - seriously damaged","Agriculture",0,NA,475207.949246832,4717685.34424535,c(475207.949246832, 4717685.34424535)
"710",9586,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"45",45,"7","2 - minor damage","Looting",0,NA,468262.304151316,4685172.1385389,c(468262.304151316, 4685172.1385389)
"711",9587,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2","4 - seriously damaged","Agriculture",0,NA,468291.038538277,4685248.39461574,c(468291.038538277, 4685248.39461574)
"712",9588,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"45",40,"7","2 - minor damage","Looting",0,NA,468127.450192574,4684968.25894983,c(468127.450192574, 4684968.25894983)
"713",8387,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"33",NA,"2.8","2 - minor damage","Looting",0,NA,474325.900454107,4690981.96482896,c(474325.900454107, 4690981.96482896)
"714",8157,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",50,"0.8","4 - seriously damaged","Agriculture",0,NA,474947.473183305,4691268.01523234,c(474947.473183305, 4691268.01523234)
"715",8388,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.4","4 - seriously damaged","Agriculture",0,NA,474267.467656511,4690903.72348126,c(474267.467656511, 4690903.72348126)
"716",9589,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",13,"1","2 - minor damage","Post-depositional",0,NA,468049.788157039,4684848.36755908,c(468049.788157039, 4684848.36755908)
"717",8389,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",NA,"1","3 - damaged","Agriculture",0,NA,474221.338038454,4690916.66365329,c(474221.338038454, 4690916.66365329)
"718",9590,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"19",18,"1.5","2 - minor damage","Post-depositional",0,NA,468023.671458327,4684781.60424235,c(468023.671458327, 4684781.60424235)
"719",8390,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"32",NA,"0.8","4 - seriously damaged","Road cut",0,NA,474089.406275127,4690957.9471234,c(474089.406275127, 4690957.9471234)
"720",8391,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",NA,"1.5","3 - damaged","Agriculture",0,NA,474000.34842697,4690909.19644018,c(474000.34842697, 4690909.19644018)
"721",9591,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",20,"1.5","2 - minor damage","Agriculture",0,NA,467740.928898927,4684136.99939932,c(467740.928898927, 4684136.99939932)
"722",8158,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"1","1 - pristine","No observation",0,NA,480532.485900715,4695137.24695613,c(480532.485900715, 4695137.24695613)
"723",9592,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",18,"1.1","2 - minor damage","Agriculture",0,NA,467737.889792048,4683859.66742866,c(467737.889792048, 4683859.66742866)
"724",9593,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"16",16,"0.9","3 - damaged","Agriculture",0,NA,467741.05261764,4683764.73368166,c(467741.05261764, 4683764.73368166)
"725",8392,"Legacy verification","Burial Mound","Annual agriculture","Other",NA,"35",NA,"1.2","4 - seriously damaged","Construction",0,NA,473034.670572593,4690768.351774,c(473034.670572593, 4690768.351774)
